1333117660759699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, PINHOLE, 572.87952, 572.87952, 390.26123, 248.79961
1333117660960777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117661161616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117661362519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117661563439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117661764024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117661964822, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117662165886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117662366848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117662567769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117662768464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117662969308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117663170090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117663370921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117663571833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117663772705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117663973732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117664174914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117664375949, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117664576933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117664777890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117664979037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117665179939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117665380827, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117665581673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117665782569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117665983454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117666184405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117666385076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117666585845, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117666786561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117666987480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117667188431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117667389077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117667589705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117667790328, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117667991411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117668192360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117668393700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117668594614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117668795783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117668996535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117669197386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117669398408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117669599424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117669803534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117670005158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117670206118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117670406927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117670608362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117670809094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117671009854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117671210652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117671411448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117671612371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117671813552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117672014799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117672216025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117672417287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117672618260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117672819012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117673019758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117673220589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117673421518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117673622657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117673823746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117674024584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117674225420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117674426293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117674627167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117674831852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117675033216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117675233984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117675434740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117675635692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117675837245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117676038262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117676238978, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117676439882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117676640790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117676841789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117677042811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117677243817, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117677444555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117677645298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117677846825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117678047533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117678248665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117678449449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117678650221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117678851006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117679051659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117679252450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117679453041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117679653831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117679854942, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117680055833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117680256716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117680457732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117680658659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117680859608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117681060559, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117681261489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117681462381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117681663207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117681864178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117682065189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117682265877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117682466735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117682667673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117682868896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117683069870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117683270728, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117683471575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117683672580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117683877269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117684078283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117684279299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117684480341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117684681357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117684882611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117685083532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117685284163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117685484955, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117685685815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117685887253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117686088325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117686289166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117686489865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117686690411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117686894658, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117687096208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117687297174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117687498076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117687698727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117687899557, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117688100415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117688301490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117688502222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117688703067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117688904241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117689105141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117689306124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117689507262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117689708212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117689909386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117690110152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117690311076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117690512097, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117690713120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117690917898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117691119014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117691319811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117691520753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117691721694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117691923193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117692124862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117692325820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117692526896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117692728044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117692929798, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117693130769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117693331644, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117693532423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117693733587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117693934556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117694135296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1333117694336192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
