# BASENAME, ROLL, PITCH, YAW, LAT, LON, ALT, LOCAL_HEIGHT, TX, TY, TZ, CAM_IDX, CAM_MODEL, CAM_PARAMS[]
1333117660759699, -0, -0, -0, 0, 0, 0, 0, -0, 0, -0, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117660960777, -0.00368284829892, -0.0212509557605, -0.0283406898379, 0, 0, 0, 0, -0.0281640570292, -0.0169263960473, -0.0107916015709, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117661161616, -0.00648950506002, -0.0434067733586, -0.0389512628317, 0, 0, 0, 0, -0.0716644519557, -0.0311917478553, -0.0215055297905, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117661362519, 0.00432762969285, -0.0438365899026, -0.0250929519534, 0, 0, 0, 0, -0.103553636425, -0.0662545947597, -0.0303533107389, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117661563439, 0.00885835662484, -0.0634485557675, -0.00516313128173, 0, 0, 0, 0, -0.146979825915, -0.100446870923, -0.0394617030512, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117661764024, 0.0106145450845, -0.0807182714343, 0.00875662080944, 0, 0, 0, 0, -0.192345683808, -0.135641547756, -0.0446759373689, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117661964822, 0.0184156056494, -0.0928342118859, 0.00392764573917, 0, 0, 0, 0, -0.228387733496, -0.165496034274, -0.0499129748064, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117662165886, -0.0398851856589, -0.0657856166363, -0.00212474749424, 0, 0, 0, 0, -0.240158771498, -0.204186743125, -0.0496867675437, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117662366848, -0.110948689282, 0.00714193750173, 0.00734724942595, 0, 0, 0, 0, -0.267454115745, -0.26596767573, -0.0227565535891, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117662567769, -0.125636801124, 0.0334758386016, 0.0223570279777, 0, 0, 0, 0, -0.320902490337, -0.340380633076, 0.0134533949777, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117662768464, -0.109758712351, -0.0298057384789, 0.0381295345724, 0, 0, 0, 0, -0.390505989973, -0.460121841701, 0.0409709547252, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117662969308, -0.0788080021739, -0.105991959572, 0.0416692495346, 0, 0, 0, 0, -0.485579601934, -0.608305749051, 0.06493910312, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117663170090, -0.0629708170891, -0.151036009192, 0.0336371995509, 0, 0, 0, 0, -0.543798727769, -0.788519064038, 0.0847436296745, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117663370921, -0.0422864072025, -0.079551666975, 0.0314649417996, 0, 0, 0, 0, -0.566216549408, -0.959806206309, 0.120156289889, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117663571833, 0.029600976035, -0.0109693463892, 0.036413885653, 0, 0, 0, 0, -0.575737676088, -1.13892758093, 0.155005592952, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117663772705, 0.104126185179, -0.00512684881687, 0.0413968451321, 0, 0, 0, 0, -0.606013958647, -1.31779078183, 0.174060084183, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117663973732, 0.11177007854, -0.0415544100106, 0.0354368239641, 0, 0, 0, 0, -0.657128120634, -1.44120469535, 0.185872004139, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117664174914, 0.0765010416508, -0.0234328433871, 0.0292908139527, 0, 0, 0, 0, -0.701282026181, -1.53127895429, 0.197663881349, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117664375949, 0.0482026226819, 0.00575329829007, 0.0336150340736, 0, 0, 0, 0, -0.745312704743, -1.59646053262, 0.205978719898, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117664576933, 0.0417544990778, 0.0218390114605, 0.0413096509874, 0, 0, 0, 0, -0.809209929667, -1.63727141479, 0.212036026971, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117664777890, 0.0581129863858, 0.0171978659928, 0.0516035705805, 0, 0, 0, 0, -0.90047247513, -1.67840012516, 0.212316184565, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117664979037, 0.0707604810596, 0.0324744768441, 0.064537383616, 0, 0, 0, 0, -0.99877259628, -1.69419918147, 0.205189780775, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117665179939, 0.0597380101681, 0.0351100452244, 0.0746342912316, 0, 0, 0, 0, -1.12786235292, -1.69694609148, 0.194073205135, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117665380827, 0.0480383336544, 0.0243402831256, 0.0720672234893, 0, 0, 0, 0, -1.27654319296, -1.67771566556, 0.17906319359, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117665581673, 0.0431598350406, 0.0498271659017, 0.0724547058344, 0, 0, 0, 0, -1.43499570202, -1.64418014993, 0.171213274835, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117665782569, 0.012611486949, 0.0142635591328, 0.0718252509832, 0, 0, 0, 0, -1.63307414078, -1.59621152059, 0.156649786025, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117665983454, 0.00779440952465, 0.00606853095815, 0.0809535682201, 0, 0, 0, 0, -1.82162027003, -1.55264302648, 0.142707861692, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117666184405, 0.0291244443506, 0.0169928055257, 0.0925061702728, 0, 0, 0, 0, -2.0107474489, -1.51066790839, 0.134758249213, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117666385076, 0.0150564434007, 0.0022227729205, 0.102859675884, 0, 0, 0, 0, -2.2175817316, -1.4572743111, 0.130941214416, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
1333117666585845, -0.00578481843695, -0.0411601662636, 0.100532151759, 0, 0, 0, 0, -2.411447609, -1.40186161139, 0.117350620872, 1, PINHOLE, 600.947856253, 598.736855093, 387.361606124, 247.311443255
