# X, Y, Z, MEAN_R, MEAN_G, MEAN_B, TRACK_LEN, MEAN_RESIDUAL
1.84079008488, -0.275171241056, 6.03874287247, 0.267973856209, 0.267973856209, 0.267973856209, 2, 0.35382739071
3.27434240029, 1.58099941499, 7.85429396459, 0.235511982571, 0.235511982571, 0.235511982571, 2, 0.893132663456
-1.44458959186, 0.751883933994, 5.74693863919, 0.00305010893246, 0.00305010893246, 0.00305010893246, 2, 1.82316547708
3.34331429987, -2.41060534647, 7.38291921357, 0.720043572985, 0.720043572985, 0.720043572985, 2, 0.0607659351316
1.01490111819, -2.10236548, 7.45389697574, 0.265577342048, 0.265577342048, 0.265577342048, 2, 0.175274668204
1.35886446937, -0.717606943528, 7.89991482942, 0.146187363834, 0.146187363834, 0.146187363834, 2, 0.131656987684
-2.50310155857, -1.24193033064, 6.03823472205, 0.199564270153, 0.199564270153, 0.199564270153, 2, 0.283602946185
-2.40855405589, -2.7243717847, 6.1141213155, 0.488453159041, 0.488453159041, 0.488453159041, 2, 0.229358827653
-2.75154168967, -1.68986842551, 5.89599141531, 0.105010893246, 0.105010893246, 0.105010893246, 2, 0.0495026362648
-3.56062510012, -2.54581859244, 5.66937849085, 0.186928104575, 0.186928104575, 0.186928104575, 2, 0.145863493854
3.02636589853, -3.08861243451, 7.83211538744, 0.791503267974, 0.791503267974, 0.791503267974, 2, 0.16716743043
-1.62770031595, -3.09495086849, 6.56468792648, 0.099128540305, 0.099128540305, 0.099128540305, 2, 0.271000785199
-3.52969441098, -4.52459451495, 6.39052044863, 0.106753812636, 0.106753812636, 0.106753812636, 2, 0.0125828749298
-1.24248458088, 0.0644753387523, 6.33977974121, 0.305446623094, 0.305446623094, 0.305446623094, 2, 0.283454025412
3.41370847201, -1.89306917706, 7.57397468541, 0.650762527233, 0.650762527233, 0.650762527233, 2, 0.0199210243778
0.920732956498, -2.46877518909, 7.52926207635, 0.385039941903, 0.385039941903, 0.385039941903, 3, 0.133946370151
-2.25255134108, -1.97718913426, 6.25371409302, 0.190413943355, 0.190413943355, 0.190413943355, 3, 0.378852873253
4.86672378701, -2.63965310668, 7.75883979702, 0.932897603486, 0.932897603486, 0.932897603486, 2, 0.111630133075
4.73182732184, -2.77336224454, 7.3171764686, 0.922004357298, 0.922004357298, 0.922004357298, 2, 0.471758117413
4.67252813858, -2.71515074394, 7.00661836914, 0.915250544662, 0.915250544662, 0.915250544662, 2, 0.262532461582
-0.328307943603, -4.17008181624, 7.49159007465, 0.190413943355, 0.190413943355, 0.190413943355, 2, 0.211855499889
-0.831199231633, -3.38840875632, 7.08540762626, 0.116557734205, 0.116557734205, 0.116557734205, 2, 0.689102541899
-1.24137396705, -3.10204382529, 6.84921511947, 0.787944807553, 0.787944807553, 0.787944807553, 3, 0.38746385203
-3.44500094705, -3.67661301746, 5.92280899609, 0.264197530864, 0.264197530864, 0.264197530864, 3, 1.01125541155
3.1990013595, 0.450144281498, 8.02474255934, 0.26165577342, 0.26165577342, 0.26165577342, 2, 0.0740864530405
2.25678345754, 0.940325223044, 7.4763142171, 0.172549019608, 0.172549019608, 0.172549019608, 3, 0.166375896435
-1.41304056193, -0.162435038972, 6.45527969945, 0.216122004357, 0.216122004357, 0.216122004357, 3, 0.1453904111
2.19726003641, -0.343615369361, 7.12862140051, 0.141830065359, 0.141830065359, 0.141830065359, 2, 0.0371183209712
-2.85006620876, -0.963491863969, 6.0253519538, 0.16920842411, 0.16920842411, 0.16920842411, 3, 0.156438648062
3.0709066874, -3.66337146008, 7.81222480635, 0.256499636892, 0.256499636892, 0.256499636892, 3, 0.29228112602
2.49052093309, -2.98458512729, 8.20961331932, 0.715323166304, 0.715323166304, 0.715323166304, 3, 0.362100054197
0.170193125686, -3.85096950391, 7.36252333013, 0.221568627451, 0.221568627451, 0.221568627451, 4, 0.0805121438911
-0.0103963789671, -1.91064083562, -1.07896199912, 0.442265795207, 0.442265795207, 0.442265795207, 2, 0.121760037521
-3.63698858398, -3.18611729079, 6.43963696486, 0.127087872186, 0.127087872186, 0.127087872186, 3, 1.35260424971
4.09296112501, 0.428120614339, 8.07442197001, 0.998474945534, 0.998474945534, 0.998474945534, 2, 0.75896856185
4.07027985933, -0.294715683297, 5.79636121648, 0, 0, 0, 2, 1.35921786444
2.00705932463, 0.700580149632, 6.75264522961, 0.16920842411, 0.16920842411, 0.16920842411, 3, 0.294143240339
1.25497995882, 0.0223657733212, 7.57520792041, 0.430283224401, 0.430283224401, 0.430283224401, 2, 0.545484284798
-2.33318578438, -1.18706470361, 6.45248466084, 0.0899055918664, 0.0899055918664, 0.0899055918664, 3, 0.751767208204
5.64306456314, -2.70562820326, 8.53873062484, 0.892592592593, 0.892592592593, 0.892592592593, 2, 0.361572696109
4.86693876854, -2.75361793507, 7.83703888525, 0.621205519245, 0.621205519245, 0.621205519245, 3, 0.298127584934
4.72996519674, -2.18298628896, 7.72856581454, 0.9883805374, 0.9883805374, 0.9883805374, 3, 0.230658636074
4.31301363105, -1.20629794688, 7.80492933254, 0.49477124183, 0.49477124183, 0.49477124183, 2, 0.0496852361398
5.24867034834, -2.04755742277, 8.03764930396, 0.933333333333, 0.933333333333, 0.933333333333, 2, 0.114070184947
3.1032989065, -2.21346112487, 7.79265576502, 0.981045751634, 0.981045751634, 0.981045751634, 2, 0.188541491526
4.50789369018, -1.88381466398, 8.63006392183, 0.581045751634, 0.581045751634, 0.581045751634, 2, 0.988586313291
0.951455947146, -2.69669399409, 7.57189875558, 0.261873638344, 0.261873638344, 0.261873638344, 2, 0.699667645935
